CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn_YesNo
375544.0,36.0,Male,35.0,2.0,3.0,15.0,Standard,Annual,945.94,17.0,No
316482.0,32.0,Male,8.0,22.0,3.0,2.0,Standard,Quarterly,993.09,29.0,No
201847.0,55.0,Male,40.0,22.0,9.0,23.0,Basic,Quarterly,582.0,3.0,Yes
421437.0,36.0,Male,14.0,19.0,2.0,16.0,Standard,Annual,663.9,14.0,No
148566.0,53.0,Male,33.0,19.0,3.0,20.0,Basic,Monthly,998.0,21.0,Yes
371644.0,25.0,Male,60.0,4.0,2.0,14.0,Premium,Annual,507.07,20.0,No
265894.0,37.0,Male,46.0,9.0,0.0,12.0,Standard,Annual,589.97,18.0,No
250813.0,48.0,Female,40.0,23.0,10.0,7.0,Basic,Quarterly,892.39,28.0,Yes
19463.0,64.0,Male,51.0,8.0,7.0,17.0,Standard,Annual,894.0,17.0,Yes
445501.0,22.0,Female,9.0,4.0,0.0,18.0,Standard,Annual,638.08,9.0,No
127474.0,25.0,Male,34.0,25.0,5.0,2.0,Premium,Annual,248.0,21.0,Yes
446445.0,44.0,Female,26.0,20.0,2.0,9.0,Basic,Quarterly,990.03,15.0,No
242379.0,33.0,Male,39.0,11.0,0.0,15.0,Basic,Annual,101.08,16.0,Yes
194076.0,61.0,Male,58.0,27.0,3.0,15.0,Basic,Quarterly,948.0,24.0,Yes
361372.0,19.0,Female,43.0,14.0,0.0,12.0,Basic,Quarterly,543.6,9.0,No
166568.0,52.0,Female,47.0,1.0,1.0,18.0,Premium,Annual,626.0,25.0,Yes
445526.0,29.0,Male,51.0,21.0,1.0,2.0,Basic,Quarterly,924.23,11.0,No
317537.0,50.0,Male,49.0,8.0,2.0,8.0,Standard,Annual,558.0,1.0,No
213544.0,47.0,Male,16.0,4.0,8.0,9.0,Standard,Quarterly,821.21,20.0,Yes
185785.0,36.0,Female,56.0,22.0,0.0,22.0,Standard,Annual,474.0,12.0,Yes
314942.0,21.0,Male,32.0,17.0,0.0,10.0,Premium,Quarterly,766.64,29.0,No
249502.0,54.0,Male,12.0,19.0,0.0,24.0,Standard,Quarterly,506.75,27.0,Yes
316410.0,30.0,Male,11.0,9.0,0.0,10.0,Premium,Annual,596.88,8.0,No
410650.0,32.0,Male,29.0,23.0,0.0,12.0,Basic,Annual,975.63,24.0,No
381654.0,40.0,Female,54.0,11.0,3.0,12.0,Basic,Quarterly,549.42,10.0,No
17316.0,50.0,Male,36.0,11.0,8.0,16.0,Basic,Quarterly,392.0,16.0,Yes
266867.0,22.0,Male,18.0,15.0,0.0,10.0,Standard,Quarterly,519.34,3.0,No
306496.0,31.0,Male,8.0,6.0,3.0,8.0,Basic,Annual,864.61,30.0,No
437902.0,40.0,Male,20.0,15.0,2.0,0.0,Standard,Quarterly,897.12,1.0,No
226558.0,48.0,Male,52.0,14.0,8.0,15.0,Premium,Monthly,764.0,4.0,Yes
362740.0,31.0,Female,38.0,5.0,0.0,20.0,Premium,Annual,835.49,10.0,No
371190.0,27.0,Female,13.0,24.0,0.0,7.0,Standard,Annual,861.47,13.0,No
196745.0,60.0,Male,7.0,21.0,0.0,13.0,Basic,Monthly,383.0,8.0,Yes
386238.0,39.0,Female,38.0,18.0,2.0,18.0,Standard,Quarterly,766.95,9.0,No
216850.0,58.0,Male,2.0,29.0,6.0,13.0,Basic,Annual,728.77,22.0,Yes
312775.0,46.0,Male,7.0,9.0,2.0,13.0,Premium,Quarterly,625.18,21.0,No
10216.0,59.0,Female,8.0,25.0,9.0,16.0,Standard,Annual,326.0,22.0,Yes
345869.0,49.0,Female,47.0,10.0,4.0,16.0,Standard,Quarterly,530.04,5.0,No
89870.0,18.0,Male,33.0,19.0,3.0,20.0,Basic,Annual,791.0,23.0,Yes
248728.0,49.0,Male,59.0,23.0,7.0,5.0,Basic,Annual,629.75,22.0,Yes
145029.0,37.0,Female,52.0,30.0,1.0,24.0,Basic,Quarterly,283.0,6.0,Yes
265489.0,38.0,Male,25.0,28.0,3.0,1.0,Basic,Quarterly,823.51,18.0,No
66574.0,58.0,Male,32.0,24.0,6.0,13.0,Standard,Monthly,563.0,8.0,Yes
393214.0,22.0,Male,35.0,20.0,2.0,1.0,Premium,Quarterly,994.83,14.0,No
309772.0,37.0,Female,18.0,18.0,1.0,13.0,Basic,Annual,883.47,12.0,No
303745.0,33.0,Male,29.0,16.0,3.0,7.0,Standard,Quarterly,888.0,28.0,No
362856.0,38.0,Male,55.0,13.0,0.0,1.0,Standard,Annual,766.05,15.0,No
294015.0,49.0,Female,12.0,10.0,0.0,14.0,Premium,Quarterly,926.34,14.0,No
210052.0,47.0,Female,41.0,8.0,8.0,12.0,Standard,Quarterly,827.03,6.0,Yes
113929.0,57.0,Male,35.0,2.0,7.0,19.0,Premium,Annual,933.0,24.0,Yes
158990.0,49.0,Male,35.0,18.0,8.0,21.0,Basic,Quarterly,783.0,1.0,Yes
338287.0,25.0,Female,4.0,6.0,0.0,12.0,Standard,Annual,652.84,2.0,No
159167.0,56.0,Male,58.0,6.0,8.0,28.0,Premium,Annual,173.0,24.0,Yes
191274.0,35.0,Male,55.0,1.0,2.0,11.0,Standard,Annual,933.0,5.0,No
100702.0,21.0,Female,13.0,13.0,7.0,25.0,Basic,Quarterly,542.0,11.0,Yes
268582.0,21.0,Male,22.0,29.0,2.0,2.0,Basic,Annual,714.18,18.0,No
96882.0,60.0,Male,53.0,28.0,5.0,4.0,Basic,Quarterly,577.0,20.0,Yes
41877.0,43.0,Female,39.0,12.0,10.0,11.0,Standard,Monthly,593.0,8.0,Yes
200306.0,18.0,Male,48.0,4.0,10.0,8.0,Basic,Annual,775.0,8.0,Yes
125079.0,45.0,Male,14.0,21.0,7.0,30.0,Basic,Monthly,868.0,7.0,Yes
127130.0,45.0,Male,22.0,8.0,3.0,13.0,Premium,Annual,226.0,8.0,Yes
195945.0,48.0,Male,30.0,13.0,10.0,0.0,Premium,Monthly,865.0,13.0,Yes
165712.0,49.0,Female,9.0,19.0,8.0,10.0,Standard,Monthly,662.0,13.0,Yes
59296.0,55.0,Female,12.0,18.0,10.0,30.0,Premium,Annual,904.0,19.0,Yes
122039.0,20.0,Male,4.0,19.0,5.0,29.0,Premium,Annual,987.0,13.0,Yes
235201.0,65.0,Male,16.0,24.0,1.0,11.0,Basic,Annual,623.05,1.0,Yes
262527.0,43.0,Male,42.0,8.0,2.0,19.0,Standard,Quarterly,632.9,30.0,No
302231.0,24.0,Male,30.0,26.0,2.0,9.0,Standard,Annual,986.74,5.0,No
409389.0,41.0,Female,30.0,9.0,0.0,7.0,Premium,Quarterly,996.52,11.0,No
123124.0,44.0,Female,11.0,4.0,6.0,14.0,Premium,Quarterly,284.0,18.0,Yes
185476.0,30.0,Male,4.0,15.0,7.0,25.0,Premium,Monthly,957.0,8.0,Yes
250990.0,29.0,Male,13.0,14.0,5.0,4.0,Premium,Quarterly,261.93,24.0,Yes
80895.0,57.0,Female,31.0,27.0,7.0,13.0,Standard,Quarterly,472.0,12.0,Yes
163084.0,65.0,Male,3.0,9.0,10.0,20.0,Standard,Annual,896.0,6.0,Yes
217569.0,60.0,Female,55.0,2.0,0.0,18.0,Premium,Monthly,913.1,6.0,Yes
446928.0,39.0,Male,36.0,11.0,1.0,12.0,Basic,Quarterly,867.94,12.0,No
152709.0,33.0,Male,6.0,11.0,4.0,19.0,Premium,Quarterly,449.0,25.0,Yes
194747.0,26.0,Female,54.0,16.0,4.0,3.0,Basic,Monthly,495.0,5.0,Yes
96142.0,29.0,Female,14.0,9.0,4.0,11.0,Standard,Annual,215.0,7.0,Yes
391377.0,31.0,Female,52.0,20.0,0.0,5.0,Premium,Annual,934.83,12.0,No
257460.0,40.0,Female,9.0,26.0,8.0,12.0,Premium,Monthly,281.62,4.0,Yes
339219.0,21.0,Male,49.0,29.0,1.0,7.0,Basic,Annual,952.32,8.0,No
46789.0,30.0,Male,7.0,10.0,7.0,22.0,Premium,Annual,582.0,22.0,Yes
195803.0,56.0,Male,19.0,29.0,3.0,8.0,Basic,Quarterly,296.0,12.0,Yes
168726.0,49.0,Female,20.0,9.0,8.0,18.0,Premium,Monthly,420.0,23.0,Yes
247415.0,41.0,Male,41.0,3.0,8.0,28.0,Standard,Monthly,668.01,7.0,Yes
300818.0,19.0,Male,42.0,24.0,0.0,20.0,Premium,Quarterly,590.82,12.0,No
295237.0,50.0,Male,40.0,17.0,4.0,13.0,Premium,Quarterly,968.63,29.0,No
17491.0,47.0,Male,49.0,22.0,2.0,13.0,Standard,Monthly,965.0,26.0,Yes
46888.0,64.0,Male,48.0,26.0,9.0,20.0,Standard,Monthly,262.0,7.0,Yes
394926.0,30.0,Male,36.0,22.0,2.0,8.0,Premium,Quarterly,868.08,29.0,No
410659.0,44.0,Male,18.0,16.0,4.0,10.0,Premium,Annual,796.68,3.0,No
19959.0,45.0,Female,11.0,5.0,5.0,18.0,Basic,Monthly,324.0,30.0,Yes
166056.0,19.0,Male,45.0,28.0,3.0,19.0,Basic,Quarterly,909.0,29.0,Yes
97567.0,59.0,Female,14.0,9.0,2.0,17.0,Standard,Quarterly,586.0,4.0,Yes
135753.0,47.0,Female,55.0,15.0,6.0,21.0,Basic,Monthly,298.0,14.0,Yes
206357.0,20.0,Female,43.0,18.0,8.0,20.0,Standard,Quarterly,660.71,2.0,Yes
398913.0,43.0,Female,52.0,10.0,1.0,1.0,Basic,Annual,904.87,2.0,No
71605.0,33.0,Male,1.0,1.0,4.0,7.0,Basic,Monthly,960.0,27.0,Yes
141322.0,54.0,Male,11.0,1.0,3.0,25.0,Basic,Quarterly,704.0,10.0,Yes
78305.0,51.0,Female,33.0,27.0,1.0,21.0,Premium,Monthly,537.0,14.0,Yes
110633.0,34.0,Female,11.0,5.0,9.0,18.0,Standard,Monthly,507.0,7.0,Yes
307002.0,30.0,Male,42.0,11.0,3.0,6.0,Standard,Annual,564.02,14.0,No
358012.0,27.0,Female,28.0,26.0,1.0,10.0,Standard,Quarterly,737.65,8.0,No
71372.0,34.0,Female,42.0,23.0,5.0,1.0,Premium,Monthly,631.0,25.0,Yes
330191.0,30.0,Male,45.0,29.0,2.0,14.0,Standard,Annual,912.27,2.0,No
372705.0,31.0,Male,38.0,1.0,0.0,16.0,Standard,Quarterly,503.96,25.0,No
172846.0,35.0,Female,42.0,4.0,4.0,10.0,Standard,Annual,702.0,19.0,Yes
244896.0,27.0,Male,28.0,21.0,3.0,25.0,Standard,Annual,570.25,7.0,Yes
191867.0,53.0,Female,26.0,2.0,2.0,12.0,Premium,Monthly,637.0,18.0,Yes
435796.0,32.0,Male,41.0,13.0,3.0,10.0,Premium,Quarterly,752.83,25.0,No
382232.0,22.0,Male,52.0,12.0,1.0,14.0,Basic,Quarterly,526.7,5.0,No
352494.0,43.0,Female,38.0,6.0,2.0,17.0,Basic,Annual,528.48,13.0,No
179564.0,52.0,Female,2.0,6.0,1.0,14.0,Basic,Annual,607.0,17.0,Yes
144863.0,31.0,Female,1.0,12.0,0.0,23.0,Premium,Monthly,441.0,17.0,Yes
332954.0,49.0,Male,51.0,18.0,4.0,7.0,Standard,Annual,820.35,9.0,No
87117.0,63.0,Female,39.0,7.0,3.0,10.0,Premium,Annual,537.0,21.0,Yes
276899.0,50.0,Male,43.0,29.0,0.0,10.0,Premium,Annual,791.79,4.0,No
146163.0,59.0,Male,52.0,9.0,6.0,30.0,Basic,Quarterly,407.0,27.0,Yes
83414.0,37.0,Male,13.0,1.0,1.0,10.0,Premium,Annual,557.0,27.0,Yes
115877.0,53.0,Female,33.0,28.0,0.0,21.0,Basic,Quarterly,379.0,28.0,Yes
356635.0,42.0,Female,60.0,28.0,2.0,8.0,Standard,Annual,825.79,12.0,No
144926.0,27.0,Female,1.0,7.0,10.0,5.0,Basic,Annual,760.0,5.0,Yes
312159.0,48.0,Male,16.0,23.0,0.0,9.0,Standard,Quarterly,985.38,9.0,No
165297.0,33.0,Female,51.0,28.0,2.0,6.0,Premium,Monthly,252.0,1.0,Yes
421226.0,22.0,Male,54.0,27.0,0.0,20.0,Standard,Annual,715.68,23.0,No
272468.0,28.0,Female,49.0,24.0,0.0,13.0,Standard,Quarterly,749.7,15.0,No
375379.0,28.0,Male,32.0,13.0,1.0,7.0,Basic,Quarterly,647.34,27.0,No
25897.0,43.0,Male,25.0,14.0,4.0,10.0,Standard,Annual,116.0,16.0,Yes
147331.0,59.0,Male,13.0,20.0,8.0,3.0,Premium,Quarterly,551.0,8.0,Yes
260550.0,42.0,Male,3.0,15.0,9.0,30.0,Premium,Annual,443.65,27.0,Yes
152958.0,38.0,Female,29.0,9.0,9.0,12.0,Standard,Quarterly,601.0,14.0,Yes
368139.0,37.0,Female,17.0,16.0,1.0,15.0,Standard,Annual,792.73,4.0,No
304229.0,37.0,Male,3.0,17.0,0.0,9.0,Standard,Annual,766.09,28.0,No
411405.0,26.0,Male,3.0,17.0,2.0,8.0,Standard,Quarterly,899.17,17.0,No
80324.0,65.0,Female,11.0,17.0,1.0,18.0,Standard,Monthly,229.0,26.0,Yes
360583.0,46.0,Male,30.0,15.0,4.0,3.0,Premium,Quarterly,988.06,4.0,No
177199.0,32.0,Male,9.0,15.0,5.0,16.0,Premium,Quarterly,663.0,3.0,Yes
386517.0,32.0,Male,9.0,28.0,2.0,0.0,Premium,Quarterly,768.62,11.0,No
104385.0,64.0,Female,30.0,29.0,4.0,15.0,Standard,Annual,240.0,23.0,Yes
218499.0,64.0,Female,13.0,18.0,1.0,26.0,Basic,Monthly,864.89,16.0,Yes
9550.0,26.0,Male,22.0,18.0,1.0,25.0,Premium,Annual,209.0,8.0,Yes
147164.0,47.0,Female,43.0,26.0,0.0,24.0,Basic,Annual,836.0,11.0,Yes
36053.0,25.0,Male,29.0,7.0,0.0,8.0,Premium,Monthly,985.0,9.0,Yes
5083.0,53.0,Female,11.0,17.0,3.0,0.0,Premium,Annual,554.0,8.0,Yes
267193.0,49.0,Male,29.0,1.0,3.0,2.0,Premium,Annual,644.89,17.0,No
123692.0,39.0,Male,19.0,1.0,9.0,0.0,Basic,Monthly,808.0,28.0,Yes
135144.0,29.0,Female,3.0,24.0,2.0,29.0,Basic,Annual,237.0,26.0,Yes
10342.0,29.0,Female,31.0,19.0,9.0,14.0,Standard,Annual,748.0,2.0,Yes
148650.0,49.0,Male,13.0,29.0,0.0,30.0,Premium,Quarterly,150.0,30.0,Yes
82625.0,31.0,Male,7.0,15.0,1.0,28.0,Standard,Annual,155.0,22.0,Yes
296107.0,34.0,Male,49.0,27.0,1.0,20.0,Basic,Annual,592.49,24.0,No
124493.0,56.0,Female,13.0,29.0,10.0,11.0,Standard,Quarterly,978.0,17.0,Yes
87009.0,42.0,Female,38.0,16.0,0.0,23.0,Standard,Quarterly,872.0,26.0,Yes
233432.0,29.0,Male,15.0,26.0,5.0,9.0,Premium,Monthly,857.67,30.0,Yes
158383.0,25.0,Female,1.0,8.0,5.0,1.0,Standard,Quarterly,162.0,29.0,Yes
283865.0,46.0,Male,4.0,29.0,2.0,18.0,Premium,Annual,699.77,22.0,No
113572.0,30.0,Male,31.0,17.0,10.0,28.0,Standard,Monthly,912.0,7.0,Yes
140218.0,51.0,Female,3.0,13.0,4.0,3.0,Basic,Annual,923.0,19.0,Yes
396240.0,32.0,Female,52.0,3.0,0.0,12.0,Standard,Annual,907.76,14.0,No
429578.0,20.0,Male,4.0,2.0,2.0,18.0,Premium,Annual,973.55,6.0,No
284400.0,45.0,Male,7.0,28.0,0.0,3.0,Basic,Quarterly,703.2,12.0,No
57010.0,52.0,Female,6.0,13.0,4.0,21.0,Premium,Quarterly,191.0,27.0,Yes
421790.0,47.0,Female,22.0,19.0,1.0,20.0,Basic,Annual,702.8,9.0,No
294390.0,28.0,Male,27.0,16.0,0.0,7.0,Basic,Quarterly,594.68,8.0,No
29061.0,26.0,Male,22.0,28.0,0.0,29.0,Premium,Annual,504.0,28.0,Yes
248771.0,34.0,Female,36.0,9.0,0.0,2.0,Basic,Annual,440.67,10.0,Yes
406392.0,48.0,Male,38.0,1.0,1.0,3.0,Basic,Quarterly,945.73,2.0,No
368143.0,47.0,Female,54.0,24.0,4.0,6.0,Premium,Quarterly,588.64,3.0,No
348623.0,48.0,Female,31.0,12.0,3.0,3.0,Basic,Quarterly,583.88,6.0,No
337814.0,20.0,Male,32.0,28.0,0.0,2.0,Basic,Annual,733.53,30.0,No
394404.0,41.0,Male,26.0,15.0,3.0,1.0,Standard,Annual,595.28,28.0,No
207881.0,48.0,Female,33.0,6.0,10.0,16.0,Basic,Annual,806.25,16.0,Yes
351434.0,41.0,Male,31.0,29.0,3.0,2.0,Standard,Annual,508.38,24.0,No
439270.0,41.0,Female,19.0,23.0,1.0,13.0,Standard,Quarterly,683.39,10.0,No
242671.0,42.0,Male,58.0,10.0,10.0,23.0,Premium,Quarterly,230.83,8.0,Yes
423404.0,47.0,Male,9.0,15.0,0.0,5.0,Basic,Quarterly,982.4,26.0,No
144600.0,27.0,Male,1.0,9.0,6.0,14.0,Premium,Annual,291.0,21.0,Yes
343655.0,30.0,Male,51.0,20.0,3.0,10.0,Standard,Quarterly,629.85,21.0,No
184125.0,19.0,Male,49.0,13.0,10.0,1.0,Premium,Monthly,478.0,12.0,Yes
439062.0,26.0,Female,35.0,9.0,1.0,1.0,Basic,Quarterly,547.17,4.0,No
178810.0,37.0,Female,43.0,2.0,1.0,29.0,Basic,Quarterly,399.0,28.0,Yes
420651.0,42.0,Male,23.0,24.0,4.0,14.0,Premium,Annual,912.94,14.0,No
10181.0,22.0,Female,39.0,10.0,10.0,14.0,Basic,Quarterly,642.0,10.0,Yes
352700.0,25.0,Female,52.0,16.0,1.0,15.0,Basic,Quarterly,805.7,3.0,No
35384.0,26.0,Female,31.0,30.0,2.0,15.0,Standard,Annual,256.0,29.0,Yes
39373.0,62.0,Male,11.0,28.0,6.0,26.0,Premium,Annual,348.0,23.0,Yes
271175.0,33.0,Male,8.0,11.0,0.0,10.0,Premium,Quarterly,885.76,7.0,No
352779.0,35.0,Female,34.0,3.0,1.0,20.0,Basic,Annual,595.25,3.0,No
428154.0,18.0,Male,41.0,18.0,0.0,8.0,Basic,Quarterly,884.32,20.0,No
246111.0,42.0,Female,48.0,20.0,7.0,13.0,Basic,Annual,638.95,7.0,Yes
418922.0,41.0,Male,20.0,19.0,4.0,3.0,Basic,Quarterly,921.84,1.0,No
265111.0,31.0,Female,56.0,14.0,2.0,8.0,Basic,Quarterly,708.73,4.0,No
441756.0,36.0,Female,45.0,10.0,3.0,0.0,Standard,Quarterly,849.88,1.0,No
266562.0,38.0,Male,52.0,26.0,3.0,7.0,Standard,Quarterly,879.92,20.0,No
92157.0,57.0,Female,26.0,26.0,5.0,24.0,Basic,Quarterly,933.0,11.0,Yes
236777.0,48.0,Male,40.0,17.0,3.0,20.0,Premium,Annual,310.15,9.0,Yes
39973.0,37.0,Female,52.0,11.0,5.0,15.0,Basic,Monthly,720.0,10.0,Yes
41471.0,61.0,Female,1.0,15.0,10.0,3.0,Premium,Annual,298.0,3.0,Yes
330628.0,45.0,Male,49.0,27.0,3.0,10.0,Standard,Annual,657.26,11.0,No
292395.0,47.0,Male,1.0,30.0,0.0,5.0,Standard,Quarterly,881.38,26.0,No
64323.0,46.0,Female,17.0,13.0,7.0,1.0,Standard,Annual,410.0,3.0,Yes
419906.0,42.0,Male,13.0,19.0,4.0,14.0,Standard,Quarterly,520.63,1.0,No
186915.0,44.0,Male,17.0,3.0,4.0,25.0,Basic,Quarterly,306.0,12.0,Yes
172469.0,38.0,Female,46.0,22.0,2.0,27.0,Basic,Monthly,447.0,1.0,Yes
63493.0,55.0,Male,38.0,16.0,8.0,23.0,Standard,Quarterly,308.0,20.0,Yes
165893.0,35.0,Male,5.0,23.0,2.0,30.0,Premium,Monthly,932.0,16.0,Yes
37415.0,55.0,Male,33.0,10.0,4.0,11.0,Basic,Quarterly,925.0,17.0,Yes
426154.0,36.0,Female,56.0,19.0,1.0,8.0,Premium,Quarterly,803.35,4.0,No
368813.0,21.0,Male,55.0,17.0,2.0,0.0,Premium,Annual,922.14,29.0,No
367633.0,29.0,Male,35.0,12.0,2.0,3.0,Premium,Quarterly,566.16,26.0,No
244842.0,37.0,Male,46.0,8.0,4.0,7.0,Premium,Quarterly,902.57,29.0,Yes
143292.0,43.0,Male,20.0,6.0,7.0,25.0,Premium,Annual,941.0,10.0,Yes
119524.0,58.0,Female,32.0,4.0,10.0,9.0,Basic,Monthly,386.0,18.0,Yes
58862.0,53.0,Female,55.0,17.0,5.0,20.0,Standard,Annual,894.0,24.0,Yes
396600.0,21.0,Male,23.0,23.0,0.0,4.0,Premium,Quarterly,995.53,7.0,No
45141.0,27.0,Female,58.0,24.0,1.0,27.0,Premium,Annual,286.0,7.0,Yes
225586.0,25.0,Female,10.0,16.0,1.0,11.0,Premium,Quarterly,551.76,19.0,Yes
2577.0,25.0,Female,48.0,19.0,6.0,1.0,Premium,Quarterly,448.0,15.0,Yes
61094.0,39.0,Female,11.0,28.0,0.0,13.0,Premium,Monthly,748.0,13.0,Yes
204984.0,45.0,Female,29.0,2.0,10.0,6.0,Premium,Monthly,448.41,5.0,Yes
142932.0,33.0,Male,36.0,19.0,2.0,28.0,Premium,Annual,728.0,25.0,Yes
150902.0,33.0,Male,59.0,24.0,8.0,20.0,Basic,Monthly,134.0,25.0,Yes
380697.0,32.0,Female,1.0,20.0,1.0,20.0,Standard,Annual,933.44,9.0,No
267002.0,20.0,Male,25.0,27.0,0.0,7.0,Premium,Quarterly,923.17,25.0,No
258279.0,20.0,Male,5.0,5.0,7.0,12.0,Premium,Monthly,172.41,19.0,Yes
414162.0,25.0,Male,52.0,4.0,2.0,11.0,Standard,Annual,620.06,9.0,No
255868.0,22.0,Male,45.0,11.0,0.0,7.0,Basic,Quarterly,438.02,18.0,Yes
155262.0,23.0,Female,1.0,8.0,8.0,6.0,Premium,Quarterly,752.0,1.0,Yes
314130.0,40.0,Male,42.0,16.0,3.0,16.0,Premium,Annual,979.58,1.0,No
342583.0,38.0,Male,1.0,12.0,1.0,8.0,Standard,Annual,799.84,25.0,No
320284.0,43.0,Male,50.0,3.0,3.0,11.0,Basic,Quarterly,961.17,19.0,No
302918.0,45.0,Male,9.0,29.0,1.0,1.0,Standard,Annual,848.77,15.0,No
397979.0,47.0,Male,19.0,25.0,0.0,7.0,Standard,Quarterly,721.1,4.0,No
263476.0,38.0,Male,59.0,11.0,1.0,6.0,Basic,Quarterly,790.97,16.0,No
67010.0,37.0,Female,37.0,17.0,4.0,8.0,Standard,Annual,461.0,6.0,Yes
93503.0,27.0,Male,46.0,19.0,2.0,11.0,Standard,Quarterly,263.0,9.0,Yes
357952.0,35.0,Male,37.0,24.0,1.0,16.0,Premium,Annual,824.88,15.0,No
422684.0,49.0,Male,48.0,19.0,4.0,15.0,Standard,Annual,610.56,13.0,No
116930.0,26.0,Male,49.0,8.0,0.0,21.0,Standard,Quarterly,717.0,19.0,Yes
137088.0,18.0,Female,35.0,19.0,9.0,25.0,Basic,Quarterly,764.0,16.0,Yes
301025.0,41.0,Male,34.0,2.0,1.0,19.0,Premium,Quarterly,621.33,17.0,No
395178.0,42.0,Male,43.0,17.0,2.0,16.0,Standard,Quarterly,648.96,6.0,No
131540.0,53.0,Female,53.0,1.0,2.0,7.0,Standard,Monthly,138.0,3.0,Yes
212604.0,22.0,Female,33.0,3.0,4.0,12.0,Basic,Quarterly,713.64,29.0,Yes
250871.0,37.0,Female,47.0,22.0,10.0,0.0,Basic,Annual,668.67,16.0,Yes
216133.0,34.0,Female,35.0,3.0,8.0,29.0,Standard,Monthly,847.11,17.0,Yes
391812.0,48.0,Male,40.0,28.0,4.0,5.0,Basic,Annual,850.93,14.0,No
263035.0,48.0,Female,32.0,27.0,4.0,7.0,Premium,Quarterly,886.82,14.0,No
303004.0,33.0,Male,2.0,11.0,1.0,15.0,Standard,Annual,795.37,11.0,No
372947.0,23.0,Male,26.0,22.0,2.0,9.0,Basic,Quarterly,854.41,18.0,No
286709.0,50.0,Male,42.0,22.0,2.0,7.0,Basic,Quarterly,568.68,5.0,No
420732.0,50.0,Female,60.0,3.0,0.0,7.0,Premium,Quarterly,787.72,9.0,No
75067.0,33.0,Male,30.0,28.0,6.0,6.0,Premium,Monthly,801.0,30.0,Yes
341149.0,46.0,Male,43.0,1.0,4.0,20.0,Premium,Quarterly,905.97,9.0,No
244130.0,25.0,Male,1.0,19.0,7.0,25.0,Basic,Quarterly,438.17,5.0,Yes
360771.0,43.0,Male,9.0,1.0,3.0,9.0,Standard,Annual,875.77,5.0,No
326367.0,47.0,Female,20.0,21.0,4.0,15.0,Standard,Quarterly,897.28,13.0,No
17178.0,30.0,Male,37.0,10.0,8.0,3.0,Premium,Annual,732.0,13.0,Yes
318803.0,49.0,Male,52.0,17.0,2.0,17.0,Basic,Annual,596.95,20.0,No
207406.0,58.0,Female,57.0,8.0,0.0,10.0,Premium,Monthly,863.61,1.0,Yes
79819.0,22.0,Male,19.0,5.0,2.0,4.0,Basic,Annual,322.0,5.0,Yes
183238.0,40.0,Female,7.0,14.0,1.0,14.0,Basic,Monthly,170.0,29.0,Yes
38262.0,31.0,Male,36.0,6.0,5.0,24.0,Standard,Monthly,566.0,2.0,Yes
162501.0,60.0,Female,10.0,11.0,10.0,1.0,Standard,Quarterly,502.0,6.0,Yes
319030.0,42.0,Male,43.0,18.0,2.0,3.0,Premium,Annual,992.34,15.0,No
225186.0,48.0,Female,29.0,17.0,9.0,19.0,Basic,Annual,474.86,27.0,Yes
421361.0,31.0,Male,55.0,12.0,3.0,16.0,Basic,Annual,988.01,2.0,No
209523.0,33.0,Female,22.0,26.0,10.0,2.0,Basic,Quarterly,165.96,7.0,Yes
106962.0,48.0,Female,25.0,4.0,6.0,30.0,Standard,Monthly,420.0,27.0,Yes
163924.0,38.0,Male,59.0,13.0,5.0,22.0,Basic,Monthly,909.0,11.0,Yes
237876.0,34.0,Female,37.0,4.0,1.0,21.0,Standard,Quarterly,981.55,13.0,Yes
246296.0,26.0,Male,24.0,17.0,7.0,5.0,Premium,Annual,955.08,15.0,Yes
326179.0,44.0,Male,34.0,18.0,3.0,20.0,Standard,Annual,500.92,23.0,No
402516.0,42.0,Female,40.0,8.0,1.0,13.0,Basic,Quarterly,872.27,8.0,No
398703.0,41.0,Female,46.0,3.0,2.0,5.0,Basic,Annual,584.85,1.0,No
96285.0,27.0,Female,28.0,15.0,6.0,30.0,Premium,Quarterly,103.0,15.0,Yes
347665.0,20.0,Male,18.0,28.0,1.0,15.0,Basic,Annual,516.28,7.0,No
148168.0,47.0,Female,50.0,27.0,1.0,8.0,Standard,Annual,935.0,29.0,Yes
393864.0,44.0,Male,26.0,16.0,2.0,8.0,Basic,Quarterly,601.09,16.0,No
132399.0,56.0,Male,54.0,6.0,7.0,6.0,Basic,Quarterly,763.0,20.0,Yes
233559.0,47.0,Female,23.0,17.0,9.0,8.0,Basic,Quarterly,397.41,5.0,Yes
122769.0,19.0,Male,20.0,30.0,8.0,5.0,Basic,Quarterly,894.0,18.0,Yes
269540.0,31.0,Male,35.0,2.0,3.0,4.0,Premium,Quarterly,552.24,21.0,No
410617.0,43.0,Male,36.0,9.0,0.0,11.0,Basic,Quarterly,520.79,27.0,No
31528.0,34.0,Male,2.0,12.0,9.0,21.0,Basic,Monthly,866.0,24.0,Yes
405307.0,35.0,Male,13.0,28.0,2.0,4.0,Basic,Annual,899.86,26.0,No
327541.0,26.0,Male,58.0,8.0,1.0,2.0,Premium,Annual,524.8,26.0,No
119486.0,56.0,Female,22.0,4.0,7.0,8.0,Standard,Monthly,610.0,16.0,Yes
